,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.25,0.30935,25400048652.526005,19844743721.170414,-5555304931.355591,-21.871237363961203,-555530.4931355591,-171853.35805148524,490294.8491745303,-65235.643961028836
ETH,0.25,106.8812,66995973.28943952,57437336.68918451,-9558636.600255013,-14.267479269178295,-955.8636600255013,-102163.85501991761,1419.0775514509655,463.2138914254642
EOS,0.15940634865071215,2.33113,2154778518.670988,1679170233.3658965,-475608285.3050916,-22.072258526061162,-47560.82853050916,-110870.47421232582,41486.477622193066,-6074.350908316097
ADA,0.07508477092705369,0.038380000000000004,61646781359.378136,48039944404.74053,-13606836954.637604,-22.072258526061127,-1360683.6954637605,-52223.04023189913,1186900.552973526,-173783.14249023446
ETC,0.03222525977309891,3.96026,254563446.00378916,199815113.51783523,-54748332.48595393,-21.506753363614905,-5474.833248595393,-21681.763121082393,4936.739033848336,-538.0942147470578
XTZ,0.022121655895421127,0.37467,1444426358.6916661,1449854158.7459326,5427800.054266453,0.3757754780370215,542.7800054266453,203.36338463320118,35820.872069466925,36363.65207489357
NEO,0.03394704692297818,6.9214199999999995,154550464.25266835,120437686.22959167,-34112778.02307668,-22.07225852606115,-3411.2778023076685,-23610.886406448342,2975.5978728952996,-435.6799294123689
ONT,0.021673964542527742,0.5344,1278013454.3970654,995927020.7447002,-282086433.6523652,-22.072258526061173,-28208.643365236523,-15074.699014382397,24605.905487403437,-3602.737877833086
XEM,0.02731354158276168,0.04022,21399295047.991768,16675987322.24442,-4723307725.747349,-22.072258526061173,-472330.7725747349,-18997.143672955837,412005.85927818617,-60324.91329654871
ZIL,0.011450596112827064,0.01842,22077833896.05277,15264903985.404547,-6812929910.648222,-30.85868814270899,-681292.9910648222,-12549.416895414024,377142.879865127,-304150.1111996952
VET,0.01619358623044059,0.00387,131854692436.13235,102751383842.88643,-29103308593.245926,-22.07225852606115,-2910330.8593245926,-11262.980425586175,2538630.629428507,-371700.2298960858
DCR,0.010916706488141347,15.69007,21511579.5291982,17085290.168529876,-4426289.360668324,-20.576310329329427,-442.6289360668324,-6944.878990914125,422.1183142489273,-20.510621817905133
LSK,0.009433608603272027,1.0952,269460860.0878356,211514441.4755026,-57946418.612333,-21.504577174378614,-5794.6418612333,-6346.29176642271,5225.788885891958,-568.8529753413422
ZRX,0.011074372405707153,0.25134,1313097168.2685454,1081964768.8133514,-231132399.455194,-17.602078889558946,-23113.2399455194,-5809.281727906846,26731.600094768604,3618.3601492492053
WAVES,0.02079271460556847,2.75561,237769945.00410518,185288748.04552564,-52481196.95857954,-22.072258526061162,-5248.119695857954,-14461.771115103136,4577.842881377384,-670.2768144805696
QTUM,0.012399360446558027,1.84195,211940396.69804785,165301598.91300535,-46638797.785042495,-22.005619745766978,-4663.87977850425,-8590.633358015903,4084.0296879671996,-579.8500905370502
KMD,0.00526372361586592,0.62524,264360371.4003724,206729250.2368656,-57631121.163506776,-21.800211907035315,-5763.112116350678,-3603.328219627098,5107.563392553087,-655.5487237975904
BTS,0.007514268432408491,0.03707,6370974345.401497,4977596927.495,-1393377417.906497,-21.87071148563363,-139337.7417906497,-5165.250088179385,122979.17116532206,-16358.570625327658
WTC,0.002877166251926689,0.9300700000000001,95987153.77258979,75963493.22282963,-20023660.549760163,-20.86077122069865,-2002.3660549760164,-1862.3405967515437,1876.79468053423,-125.57137444178625
ELF,0.002100512307997042,0.09942000000000001,665755846.0114943,518808494.5274717,-146947351.48402256,-22.07225852606115,-14694.735148402257,-1460.9505684541525,12817.960067856677,-1876.7750805455798
STRAT,0.00569861775758752,0.7614,235743412.74123964,183785930.30252773,-51957482.43871191,-22.039844861218793,-5195.748243871191,-3956.042712883525,4540.7134626762545,-655.0347811949368
POWR,0.002306729556065265,0.07722000000000001,933387320.7863648,733537784.7201632,-199849536.06620157,-21.411211789102868,-19984.953606620158,-1543.2381175032087,18123.176725105113,-1861.7768815150448
AION,0.0023133569450132746,0.11183,630789780.7088022,507972182.2658011,-122817598.44300115,-19.470448348892745,-12281.759844300115,-1373.469203388082,12550.232343044789,268.47249874467343
WAN,0.0022047875309021856,0.27526,252398724.22658658,196688625.29881424,-55710098.92777234,-22.072258526061162,-5571.009892777234,-1533.4761830858615,4859.494344205126,-711.515548572108
FCT,0.003892163432934718,5.89838,20793224.215952907,16203690.011104224,-4589534.2048486825,-22.072258526061173,-458.9534204848683,-2707.0816763195376,400.33702937619125,-58.61639110867702
NAS,0.0017951409822308604,0.52287,108185324.97686784,84306380.36071417,-23878944.616153672,-22.07225852606115,-2387.894461615367,-1248.5583771448269,2082.91851102671,-304.97595058865727
