,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
TRX,66682072191.0,0.02371,1581031931.6486099,0.21975251997535963,0.25,0.21975251997535963,0.26831132548568337,0.25,0.25,0.25,0.24999999999999978,0.24999999999999978,1.1376433818735354,1798650513.570773,0.24999999999999997,75860418117.70447
BNB,141175490.0,21.963620000000002,3100724815.6738005,0.4309793359353175,0.25,0.25,0.25,0.25,0.25,0.25,0.24999999999999978,0.24999999999999978,0.5800742150605579,1798650513.570773,0.24999999999999997,81892261.54753964
BAT,1253998401.0,0.38614,484218942.56214,0.06730308902545545,0.25,0.06730308902545545,0.0821750805302516,0.0821750805302516,0.09634873687226843,0.09634873687226843,0.09634873687226835,0.09634873687226835,1.4315648548587006,693190820.2288034,0.0963487368722684,1795180038.9206076
MAID,452552412.0,0.13228,59863633.059360005,0.008320631580133322,0.25,0.008320631580133322,0.010159244992475785,0.010159244992475785,0.011911523740346288,0.011911523740346288,0.011911523740346278,0.011911523740346278,1.4315648548587003,85698673.1719372,0.011911523740346283,647858128.0007348
LINK,350000000.0,0.47231000000000006,165308500.00000003,0.022976739888148284,0.25,0.022976739888148284,0.028053919633868576,0.028053919633868576,0.03289269330310314,0.03289269330310314,0.03289269330310311,0.03289269330310311,1.4315648548587006,236649838.80940953,0.032892693303103133,501047699.2005452
MANA,1050141509.0,0.0511,53662231.1099,0.007458679535715773,0.25,0.007458679535715773,0.00910682704719489,0.00910682704719489,0.01067758348698452,0.01067758348698452,0.010677583486984511,0.010677583486984511,1.4315648548587006,76820964.09023803,0.010677583486984518,1503345676.9126818
ICX,473406688.0,0.34049,161190243.19712,0.022404330633013968,0.25,0.022404330633013968,0.027355024868144923,0.027355024868144923,0.032073252330857005,0.032073252330857005,0.03207325233085698,0.03207325233085698,1.4315648548587006,230754287.10712376,0.032073252330857,677712376.5958581
SC,40498046505.0,0.00277,112179588.81885,0.015592188139449233,0.25,0.015592188139449233,0.01903760042154178,0.01903760042154178,0.02232122855078021,0.02232122855078021,0.02232122855078019,0.02232122855078019,1.4315648548587003,160592356.78556567,0.022321228550780205,57975580066.99122
IOST,12013965609.0,0.01143,137319626.91087,0.019086479818452327,0.25,0.019086479818452327,0.02330402718257296,0.02330402718257296,0.027323533711066245,0.027323533711066245,0.02732353371106622,0.02732353371106622,1.4315648548587006,196581951.7679105,0.02732353371106624,17198770933.325504
STEEM,317620347.0,0.35434,112545593.75598,0.015643060298099358,0.25,0.015643060298099358,0.019099713822194764,0.019099713822194764,0.022394055345194525,0.022394055345194525,0.022394055345194504,0.022394055345194504,1.4315648548587003,161116316.59026575,0.02239405534519452,454694125.953225
REP,11000000.0,21.07343,231807729.99999997,0.032219673617945276,0.25,0.032219673617945276,0.039339268264665786,0.039339268264665786,0.04612455238646857,0.04612455238646857,0.04612455238646853,0.04612455238646853,1.4315648548587006,331847799.3525748,0.04612455238646856,15747213.403445706
