,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,8400.17213655,176288831975.41592,0.6920044316587909,0.1,0.14450774507367226,25475101590.438847,0.1,3032688.04214072
XRP,100000000000.0,0.26013645,26013645000.0,0.1021139990655161,0.1,0.9792976566889741,25475101590.438847,0.1,97929765668.8974
ETH,135135633.79999998,181.26869018,24495859335.570133,0.09615608106059041,0.1,1.0399758278104891,25475101590.438847,0.1,140537792.6278501
XLM,142283354823.16,0.06207224,8831846548.588345,0.03466854299769724,0.1,2.884459263449353,25475101590.438847,0.1,410410540854.31506
BCH,20982433.29,235.29090091,4936975632.088076,0.01937961116489125,0.1,5.1600622504316975,25475101590.438847,0.1,108270661.94193037
LTC,83880542.21,57.2538247,4802481859.43229,0.018851669118504034,0.1,5.304570081905589,25475101590.438847,0.1,444950214.6611849
EOS,1366411730.19,3.10227044,4238978719.4376926,0.016639693091660288,0.1,6.009726228070841,25475101590.438847,0.1,8211760413.2665
BSV,20982141.46,89.51946556,1878310089.8035183,0.0073731210968299874,0.1,13.562777375648174,25475101590.43885,0.10000000000000002,284576113.48633754
ADA,42014022058.74,0.03957037,1662510398.0525036,0.006526020680037117,0.1,15.323273538788609,25475101590.438847,0.1,643792352470.7715
BNB,100000000.0,16.01576346,1601576345.9999998,0.006286830065482814,0.1,15.906267380923751,25475101590.438847,0.1,1590626738.092375
