,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,17734000.0,8564.51553,151883118409.02002,0.5944822948325789,0.014285714285714285,0.024030512615581767,3649829193.021855,0.014285714285714297,426157.11072472704
XRP,42181995112.0,0.44033999999999995,18574419727.618076,0.07270171814040229,0.014285714285714285,0.19649761589025408,3649829193.0218544,0.014285714285714296,8288661473.002351
ETH,106302743.0,271.5647,28868072511.972103,0.11299187279059235,0.014285714285714285,0.12643134353733543,3649829193.021855,0.014285714285714297,13439998.61919408
XLM,19327248144.0,0.13363,2582700169.48272,0.010108888596057396,0.014285714285714285,1.4131834721460783,3649829193.021855,0.014285714285714297,27312947639.166767
EOS,917242786.0,8.51414,7809533493.99404,0.03056711925402335,0.014285714285714285,0.467355597594757,3649829193.021855,0.014285714285714297,428678550.3905098
LTC,62022926.0,114.89322,7126013681.9617195,0.027891769743972897,0.014285714285714285,0.5121838598571276,3649829193.021855,0.014285714285714297,31767141.63831299
BCH,17813313.0,447.98162,7980036815.30706,0.03123448246589642,0.014285714285714285,0.4573699692739343,3649829193.021855,0.014285714285714297,8147274.419476975
BSV,17810723.0,194.49579,3464110640.35617,0.013558797479302939,0.014285714285714285,1.0536121885086758,3649829193.021855,0.014285714285714297,18765594.838951807
ADA,25927070538.0,0.09,2333436348.42,0.009133250685035267,0.014285714285714285,1.5641434554206723,3649829193.021855,0.014285714285714297,40553657700.24283
TRX,66682072191.0,0.03327,2218512541.79457,0.008683430000490223,0.014285714285714285,1.6451695107702584,3649829193.0218554,0.0142857142857143,109703312083.61452
BNB,141175490.0,32.92876,4648733828.0924,0.018195504432216642,0.014285714285714285,0.7851232890482689,3649829193.0218544,0.014285714285714296,110840165.04180099
DASH,8836191.0,166.28929,1469363927.69439,0.00575120427358895,0.014285714285714285,2.4839518135911223,3649829193.021855,0.014285714285714297,21948672.659687553
XTZ,795927864.0,1.51094,1202599246.83216,0.004707066641174886,0.014285714285714285,3.0349505062772097,3649829193.021855,0.014285714285714297,2415601673.806938
XMR,17014796.0,93.12754,1584546095.08184,0.0062020362021768406,0.014285714285714285,2.3033909864473494,3649829193.021855,0.014285714285714297,39191727.74264041
ZEC,6655419.0,90.98267,605527790.58873,0.0023700826945406675,0.014285714285714285,6.027517233310258,3649829193.021855,0.014285714285714297,40115652.71740052
ETC,110875130.0,8.6519,959280537.247,0.003754698357160925,0.014285714285714285,3.804756847768798,3649829193.021855,0.014285714285714297,421852910.1147557
ONT,494757215.0,1.5236299999999998,753826935.4904499,0.0029505370393445854,0.014285714285714285,4.8417335878920635,3649829193.0218554,0.0142857142857143,2395482625.717435
IOT,2779530283.0,0.51162,1422063283.38846,0.005566065886462057,0.014285714285714285,2.56657297579973,3649829193.0218544,0.014285714285714296,7133867309.764776
NEO,65000000.0,13.577570000000001,882542050.0000001,0.0034543379716326025,0.014285714285714285,4.135586732690929,3649829193.0218554,0.0142857142857143,268813137.6249104
RVN,3661170000.0,0.06205,227175598.5,0.0008891828963015557,0.014285714285714285,16.066114570055177,3649829193.021855,0.014285714285714297,58820776680.44891
LINK,350000000.0,1.05053,367685500.0,0.0014391495388448845,0.014285714285714285,9.926497490441845,3649829193.021855,0.014285714285714297,3474274121.654646
MAID,452552412.0,0.22529000000000002,101955532.89948002,0.0003990618562738295,0.014285714285714285,35.798245462757706,3649829193.0218544,0.014285714285714296,16200582329.539057
DOGE,119739850499.0,0.00339,405918093.19161,0.0015887948712296253,0.014285714285714285,8.991541038056134,3649829193.0218554,0.0142857142857143,1076645779652.4647
XEM,8999999999.0,0.09817999999999999,883619999.90182,0.003458557151078357,0.014285714285714285,4.130541628106417,3649829193.021855,0.014285714285714297,37174874648.82721
VET,55454734800.0,0.00772,428110552.656,0.0016756578772606238,0.014285714285714285,8.525436176189295,3649829193.021855,0.014285714285714297,472775802204.90344
BTG,17513924.0,29.298,513122945.352,0.002008402969858914,0.014285714285714285,7.1129720977846524,3649829193.021855,0.014285714285714297,124576052.73472098
DCR,9864369.0,28.656579999999998,282679079.39801997,0.0011064278214853644,0.014285714285714285,12.911564594006599,3649829193.021855,0.014285714285714297,127364437.52261628
MANA,1050141509.0,0.060520000000000004,63554564.124680005,0.0002487574888091069,0.014285714285714285,57.42827825648677,3649829193.021855,0.014285714285714297,60307818787.5389
BAT,1267888630.0,0.34768000000000004,440819518.8784,0.0017254017558692776,0.014285714285714285,8.279645153436729,3649829193.0218554,0.0142857142857143,10497667950.477034
LSK,117368147.0,2.08271,244443813.43837002,0.0009567720276794033,0.014285714285714285,14.931157969117764,3649829193.0218544,0.014285714285714296,1752442343.3996353
ZIL,8687360058.0,0.02079,180610215.60582,0.0007069223793154504,0.014285714285714285,20.208320890262215,3649829193.021855,0.014285714285714297,175556959741.31097
QTUM,95761236.0,3.48155,333397531.1958,0.0013049437719802892,0.014285714285714285,10.947379184035883,3649829193.021855,0.014285714285714297,1048334561.6239476
ZRX,597577999.0,0.34259,204724246.67741,0.0008013065655190673,0.014285714285714285,17.828026002083657,3649829193.0218544,0.014285714285714296,10653636104.445122
SC,40913120745.0,0.0035700000000000003,146059841.05965,0.000571689536043038,0.014285714285714285,24.98858800983691,3649829193.021855,0.014285714285714297,1022361118493.5167
DGB,11858765116.0,0.01544,183099333.39104,0.0007166649792078311,0.014285714285714285,19.93360175280933,3649829193.021855,0.014285714285714297,236387901102.45175
OMG,140245398.0,2.2808900000000003,319884325.84422004,0.0012520520390997634,0.014285714285714285,11.40984067721805,3649829193.021855,0.014285714285714297,1600177646.893035
ICX,473406688.0,0.39866999999999997,188733044.30495998,0.0007387157602795714,0.014285714285714285,19.338580620383368,3649829193.021855,0.014285714285714297,9155013402.116676
BCD,186492898.0,1.7073200000000002,318403054.61336005,0.0012462542287188909,0.014285714285714285,11.462921414035673,3649829193.021855,0.014285714285714297,2137753434.0497706
MONA,65729675.0,2.70676,177914455.10300002,0.0006963709638136979,0.014285714285714285,20.51451744552661,3649829193.021855,0.014285714285714297,1348412564.4762943
KMD,113690018.0,1.41563,160943000.18133998,0.0006299433741371026,0.014285714285714285,22.677775292553683,3649829193.021855,0.014285714285714297,2578236681.2103834
IOST,12013965609.0,0.01335,160386440.88015002,0.000627764957904623,0.014285714285714285,22.75646976759848,3649829193.0218554,0.0142857142857143,273395445170.1764
AE,267206445.0,0.5708300000000001,152529454.99935,0.0005970121063315692,0.014285714285714285,23.92868441729768,3649829193.0218544,0.014285714285714296,6393898696.67301
STEEM,315793035.0,0.40510999999999997,127930916.40884998,0.0005007315201545885,0.014285714285714285,28.52968848716359,3649829193.021855,0.014285714285714297,9009476914.965948
WAVES,100000000.0,2.65145,265145000.0,0.0010377980760106855,0.014285714285714285,13.765408335144373,3649829193.021855,0.014285714285714297,1376540833.5144374
BTS,2722320000.0,0.06936,188820115.20000002,0.000739056562509857,0.014285714285714285,19.32966299250438,3649829193.0218544,0.014285714285714296,52621528157.75453
QKC,1579716585.0,0.02481,39192768.47385,0.00015340353284313784,0.014285714285714285,93.12506707601112,3649829193.021855,0.014285714285714297,147111212939.21222
RDD,28808713174.0,0.0017100000000000001,49262899.527540006,0.00019281880611887357,0.014285714285714285,74.088801674807,3649829193.021855,0.014285714285714297,2134403036854.8857
GNO,1104590.0,23.53209,25993311.2931,0.00010173983461549721,0.014285714285714285,140.41416854768758,3649829193.0218544,0.014285714285714296,155100086.43609023
WTC,41682339.0,2.3536799999999998,98106887.65752,0.0003839979605663721,0.014285714285714285,37.20257853620832,3649829193.0218544,0.014285714285714296,1550690490.220359
ZEN,6570538.0,11.15751,73310843.44038,0.0002869443220620678,0.014285714285714285,49.78566637267072,3649829193.0218544,0.014285714285714296,327118612.7569551
NANO,133248289.0,1.73245,230845998.27805,0.000903549125451079,0.014285714285714285,15.810666939202033,3649829193.021855,0.014285714285714297,2106744317.597538
ELF,376330000.0,0.22625,85144662.5,0.00033326280686069574,0.014285714285714285,42.86621246542442,3649829193.021855,0.014285714285714297,16131841737.11317
REP,11000000.0,19.613670000000003,215750370.00000003,0.0008444636666148468,0.014285714285714285,16.91690815186947,3649829193.021855,0.014285714285714297,186085989.67056417
MCO,15793831.0,6.66213,105220555.32003,0.00041184140703352145,0.014285714285714285,34.68741617947977,3649829193.021855,0.014285714285714297,547847188.9653691
NULS,71748290.0,0.7825,56143036.925,0.0002197481970324233,0.014285714285714285,65.00947210778008,3649829193.021855,0.014285714285714297,4664318457.535916
GAS,10128375.0,3.3325400000000003,33753214.822500005,0.00013211269834228765,0.014285714285714285,108.13278712014319,3649829193.021855,0.014285714285714297,1095209417.7479804
SNT,3470483788.0,0.029160000000000002,101199307.25808,0.00039610193051367983,0.014285714285714285,36.06575273992741,3649829193.021855,0.014285714285714297,125165610185.93466
XVG,16199409336.0,0.0101,163614034.2936,0.0006403980086301624,0.014285714285714285,22.3075557593816,3649829193.0218554,0.0142857142857143,361369227031.8669
XZC,7609218.0,7.2633600000000005,55268489.652480006,0.00021632515123936049,0.014285714285714285,66.03815693121767,3649829193.021855,0.014285714285714297,502498732.4078463
AION,318443045.0,0.22678,72216513.7451,0.00028266103083544484,0.014285714285714285,50.540091230442435,3649829193.0218544,0.014285714285714296,16094140545.999886
WAX,942791205.0,0.07787000000000001,73415151.13335001,0.00028735259045512587,0.014285714285714285,49.71493127341478,3649829193.021855,0.014285714285714297,46870799961.754906
THETA,870502690.0,0.13547,117926999.41430001,0.00046157541383723546,0.014285714285714285,30.94990300057843,3649829193.021855,0.014285714285714297,26941973817.242596
QASH,350000000.0,0.12569,43991500.0,0.00017218613988883091,0.014285714285714285,82.96669113401123,3649829193.021855,0.014285714285714297,29038341896.90393
POWR,407412067.0,0.1231,50152425.4477,0.0001963004794994905,0.014285714285714285,72.77472944609575,3649829193.021855,0.014285714285714297,29649302948.999634
NAS,36308659.0,1.1958,43417894.4322,0.00016994100324792933,0.014285714285714285,84.06278657112937,3649829193.0218544,0.014285714285714296,3052207052.2009153
STORJ,135787439.0,0.27915999999999996,37906421.47123999,0.00014836867099625868,0.014285714285714285,96.2852480229773,3649829193.021855,0.014285714285714297,13074327242.519901
STRAT,99349464.0,0.99641,98992799.42424001,0.00038746548787036523,0.014285714285714285,36.86964318869575,3649829193.021855,0.014285714285714297,3662979288.6681733
POLY,445522521.0,0.10298,45879909.21258,0.00017957751987916217,0.014285714285714285,79.55179632354401,3649829193.021855,0.014285714285714297,35442116848.14386
PIVX,56781166.0,0.71801,40769444.99966,0.00015957476694137402,0.014285714285714285,89.52364186101363,3649829193.021855,0.014285714285714297,5083256769.434764
GNT,963622000.0,0.09802999999999999,94463864.66,0.00036973888625726223,0.014285714285714285,38.637305451757015,3649829193.021855,0.014285714285714297,37231757554.033
