,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
ETH,135135633.79999998,237.89477848,32148061667.6054,0.44550160502815617,0.25,0.25,0.25,0.25,0.25,0.25,0.24999999999999978,0.24999999999999978,0.5611652060921296,18040373651.164276,0.2499999999999999,75833415.79176755
XRP,100000000000.0,0.20460119,20460119000.0,0.28353236185160086,0.25,0.25,0.25,0.25,0.25,0.25,0.24999999999999978,0.24999999999999978,0.8817335642654022,18040373651.164276,0.2499999999999999,88173356426.54022
XTZ,1923800541.46,2.91176311,5601651447.621253,0.07762659959179577,0.25,0.07762659959179577,0.10068744439703331,0.10068744439703331,0.1432404620939122,0.1432404620939122,0.14324046209391206,0.14324046209391206,1.8452497320139076,10336445832.558435,0.14324046209391214,3549892433.5772753
EOS,1366411730.19,2.71585163,3710971524.6876316,0.05142592382569821,0.25,0.05142592382569821,0.06670322895753,0.06670322895753,0.09489367215793733,0.09489367215793733,0.09489367215793724,0.09489367215793724,1.8452497320139076,6847669211.441094,0.09489367215793729,2521370878.9537573
ADA,42014022058.74,0.07880194,3310786445.4315057,0.0458802365939055,0.25,0.0458802365939055,0.059510062211456535,0.059510062211456535,0.08466049427963888,0.08466049427963888,0.08466049427963881,0.08466049427963881,1.8452497320139079,6109227801.187764,0.08466049427963884,77526362944.7164
ETC,194571423.67,7.03635463,1369073537.806096,0.01897235562132798,0.25,0.01897235562132798,0.024608549282700995,0.024608549282700995,0.03500873412592804,0.03500873412592804,0.03500873412592801,0.03500873412592801,1.8452497320139079,2526282578.7440314,0.035008734125928025,359032867.384632
NEO,100000000.0,12.07638458,1207638458.0,0.016735219587900016,0.25,0.016735219587900016,0.021706818288958173,0.021706818288958173,0.030880659459766428,0.030880659459766428,0.0308806594597664,0.0308806594597664,1.8452497320139074,2228394540.9941883,0.030880659459766414,184524973.20139074
ONT,1000000000.0,0.57490936,574909360.0,0.007966982435018696,0.25,0.007966982435018696,0.010333765811672453,0.010333765811672453,0.01470107220317777,0.01470107220317777,0.014701072203177757,0.014701072203177757,1.8452497320139076,1060851342.4722872,0.014701072203177764,1845249732.0139077
VET,86716263400.0,0.0065073,564288740.82282,0.00781980395381669,0.25,0.00781980395381669,0.010142864429666885,0.010142864429666885,0.014429491150181557,0.014429491150181557,0.014429491150181545,0.014429491150181545,1.8452497320139079,1041253647.781774,0.014429491150181554,160013161800.09744
RVN,20754957265.63,0.02020922,419441497.47171515,0.005812538941573491,0.25,0.005812538941573491,0.007539293161916702,0.007539293161916702,0.010725585924258896,0.010725585924258896,0.010725585924258887,0.010725585924258887,1.8452497320139079,773974310.8051946,0.010725585924258893,38298079332.36387
XEM,8999999999.0,0.04401463,396131669.95598537,0.005489515871674029,0.25,0.005489515871674029,0.007120308335059769,0.007120308335059769,0.010129527691092604,0.010129527691092604,0.010129527691092596,0.010129527691092596,1.8452497320139076,730961857.8285037,0.0101295276910926,16607247586.279919
ZIL,20999982720.4,0.01706281,358318715.1614684,0.004965511276125137,0.25,0.004965511276125137,0.0064406355958754645,0.0064406355958754645,0.009162608351581954,0.009162608351581954,0.009162608351581945,0.009162608351581945,1.8452497320139074,661187513.1272671,0.009162608351581948,38750212487.11479
ZRX,1000000000.0,0.33151541,331515410.0,0.004594076270402036,0.25,0.004594076270402036,0.0059588569055486875,0.0059588569055486875,0.008477218006810817,0.008477218006810817,0.00847721800681081,0.00847721800681081,1.845249732013908,611728721.4609809,0.008477218006810814,1845249732.0139081
DCR,20619744.270000003,15.01803704,309668083.2021878,0.004291320251870204,0.25,0.004291320251870204,0.005566159944170866,0.005566159944170866,0.007918557544749355,0.007918557544749355,0.007918557544749348,0.007918557544749348,1.8452497320139074,571414947.5420973,0.007918557544749351,38048577.58841281
LSK,231538505.47,1.22125328,282767159.2515354,0.003918532463895033,0.25,0.003918532463895033,0.005082626595151027,0.005082626595151027,0.007230670978890114,0.007230670978890114,0.007230670978890108,0.007230670978890108,1.8452497320139076,521776024.8312297,0.007230670978890111,427246365.16941816
WAVES,194428800.0,1.12381014,218501056.948032,0.003027945279474995,0.25,0.003027945279474995,0.003927469109398164,0.003927469109398164,0.005587315215504016,0.005587315215504016,0.005587315215504011,0.005587315215504011,1.8452497320139076,403189016.7781116,0.005587315215504014,358769691.0957856
QTUM,107823401.54,1.82212644,196467870.79677072,0.0027226136580614986,0.25,0.0027226136580614986,0.0035314314004763294,0.0035314314004763294,0.00502390212291539,0.00502390212291539,0.0050239021229153856,0.0050239021229153856,1.8452497320139079,362532285.93708426,0.005023902122915387,198961102.796513
KMD,200000000.0,0.6307512,126150239.99999999,0.001748165565182993,0.25,0.001748165565182993,0.0022675001103587434,0.0022675001103587434,0.003225802040669862,0.003225802040669862,0.003225802040669859,0.003225802040669859,1.8452497320139074,232778696.55349007,0.00322580204066986,369049946.4027815
HOT,165087717585.616,0.00061885,102164534.02785847,0.001415776302688511,0.25,0.001415776302688511,0.001836366638564609,0.001836366638564609,0.0026124608431276185,0.0026124608431276185,0.0026124608431276164,0.0026124608431276164,1.8452497320139079,188519079.0362316,0.0026124608431276177,304628066633.6456
AION,901012592.0,0.10188153,91796541.42222576,0.0012720986715303066,0.25,0.0012720986715303066,0.0016500061181449035,0.0016500061181449035,0.0023473397327365485,0.0023473397327365485,0.0023473397327365463,0.0023473397327365463,1.8452497320139079,169387543.45916566,0.002347339732736547,1662593243.9291565
ARK,381936707.22,0.22656103,86531973.78257164,0.00119914331398822,0.25,0.00119914331398822,0.0015553776203798037,0.0015553776203798037,0.002212718878783034,0.002212718878783034,0.002212718878783032,0.002212718878783032,1.8452497320139076,159673101.4329248,0.0022127188787830327,704768606.6439793
BTS,3527780933.67,0.02269211,80052793.00274235,0.001109356083065052,0.25,0.001109356083065052,0.001438916937203163,0.001438916937203163,0.0020470390149837873,0.0020470390149837873,0.0020470390149837855,0.0020470390149837855,1.8452497320139079,147717394.83527517,0.0020470390149837864,6509636822.458342
NULS,250401085.34,0.31547366,78994946.86018214,0.0010946966563395424,0.25,0.0010946966563395424,0.0014199025758749732,0.0014199025758749732,0.002019988711747063,0.002019988711747063,0.0020199887117470614,0.0020199887117470614,1.8452497320139076,145765404.52420396,0.0020199887117470622,462052535.61962664
ARDR,998999495.0,0.04747934,47431836.6829333,0.0006573011956417009,0.25,0.0006573011956417009,0.0008525682940680031,0.0008525682940680031,0.0012128848551102706,0.0012128848551102706,0.0012128848551102695,0.0012128848551102695,1.8452497320139074,87523583.9281101,0.00121288485511027,1843403550.4307787
ELF,544480199.986466,0.08919756,48566305.3071048,0.0006730224418601556,0.25,0.0006730224418601556,0.0008729599138580838,0.0008729599138580838,0.001241894480481799,0.001241894480481799,0.001241894480481798,0.001241894480481798,1.8452497320139079,89616961.85284077,0.0012418944804817983,1004701943.1119055
WAN,209675017.96,0.18835715,39493788.809144415,0.0005472972674071465,0.25,0.0005472972674071465,0.0007098850583496304,0.0007098850583496304,0.001009900136014982,0.001009900136014982,0.0010099001360149812,0.0010099001360149812,1.8452497320139079,72875903.2162876,0.0010099001360149816,386902770.70070136
