,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
DCR,20619744.270000003,15.14676989,312322521.64833605,0.05043064553277946,0.025,0.49573031905273207,154827743.30408344,0.024999999999999998,10221832.405752845
WAVES,194428800.0,1.52681471,296856751.887648,0.04793339125673006,0.025,0.521557088796422,154827743.30408344,0.024999999999999998,101405718.90618178
GNO,10000000.0,29.3365081,293365081.0,0.047369591963862,0.025,0.5277647318362456,154827743.30408347,0.025000000000000005,5277647.318362456
LSK,231538505.47,1.26321826,292483668.0028139,0.04722727041050592,0.025,0.529355175149793,154827743.30408347,0.025000000000000005,122566106.11699316
SC,91002491209.17,0.00316882,288370514.1934421,0.04656312041361333,0.025,0.5369055977762807,154827743.30408347,0.025000000000000005,48859746941.790146
KNC,178212585.95999998,1.46843282,261693210.1607352,0.04225554228462253,0.025,0.5916383661959985,154827743.30408344,0.024999999999999998,105437403.19293833
QTUM,107823401.54,2.40671958,259500691.66852015,0.041901516829393075,0.025,0.5966371122503852,154827743.30408347,0.025000000000000005,64331442.92783934
THETA,1000000000.0,0.25298359,252983589.99999997,0.04084920192615889,0.025,0.6120070606322073,154827743.30408347,0.025000000000000005,612007060.6322073
REP,11000000.0,20.41811654,224599281.94,0.03626599425060476,0.025,0.6893510164713906,154827743.30408344,0.024999999999999998,7582861.181185297
OMG,140245398.25,1.67390468,234757428.4791388,0.037906227829283885,0.025,0.6595222324044238,154827743.30408347,0.025000000000000005,92494958.13828747
BTG,20983114.73,10.352137,217220078.37167802,0.035074475952455005,0.025,0.7127690242297162,154827743.30408344,0.024999999999999998,14956114.211402286
MONA,105082725.0,2.03973391,214340797.53770474,0.03460955914030488,0.025,0.7223437865432393,154827743.30408347,0.025000000000000005,75905853.47678192
BCD,210000000.0,0.87958244,184712312.4,0.029825454478985547,0.025,0.8382101945039775,154827743.30408347,0.025000000000000005,176024140.84583527
SNT,6804870174.89,0.02628484,178864923.7677557,0.028881277985248248,0.025,0.8656126648124541,154827743.30408347,0.025000000000000005,5890381805.789324
NMR,9248182.0,19.87377315,183796271.1179133,0.029677541504453654,0.025,0.8423878371545128,154827743.30408344,0.024999999999999998,7790556.032591296
ZEN,20865535.36,8.26358593,172424144.42281348,0.027841286829998306,0.025,0.8979470005338659,154827743.30408347,0.025000000000000005,18736144.891045317
ARK,381936707.22,0.436437,166691310.68897516,0.026915607489284323,0.025,0.9288291193112782,154827743.30408344,0.024999999999999998,354753935.39980215
KMD,200000000.0,0.65708884,131417768.0,0.021219996687204503,0.025,1.1781340199301167,154827743.30408344,0.024999999999999998,235626803.98602334
HOT,165863903161.35352,0.00075591,125378183.03869875,0.020244786296544828,0.025,1.2348858433870822,154827743.30408347,0.025000000000000005,204822985942.88135
NANO,133248289.0,0.94097002,125382645.16529578,0.020245506795097252,0.025,1.2348418961808414,154827743.30408344,0.024999999999999998,164540569.85161275
DGD,2000000.0,60.56577232,121131544.64,0.01955908257380208,0.025,1.2781785600458389,154827743.30408344,0.024999999999999998,2556357.1200916776
LRC,1112335467.1422925,0.10574408,117622890.62433195,0.01899254101916981,0.025,1.3163062264689418,154827743.30408347,0.025000000000000005,1464174101.3216386
XZC,21347303.34,5.60121606,119570858.30569963,0.01930707891137784,0.025,1.2948618542842993,154827743.30408344,0.024999999999999998,27641808.786801815
BNT,69148553.44743527,1.64494037,113745247.09278896,0.01836641881251734,0.025,1.361179893325837,154827743.30408347,0.025000000000000005,94123620.60521589
NULS,250401085.34,0.44084952,110389198.27961804,0.017824518384733607,0.025,1.4025624401393122,154827743.30408344,0.024999999999999998,351203157.26800257
XVG,16500000000.0,0.00624092,102975180.0,0.01662737856318095,0.025,1.5035442842059945,154827743.30408344,0.024999999999999998,24808480689.39891
GAS,60464204.03,1.69097052,102243186.5299952,0.016509183746414947,0.025,1.514308665044017,154827743.30408347,0.025000000000000005,91561468.08761837
BTS,3527780933.67,0.02725734,96157924.35456064,0.0155265978665247,0.025,1.6101402390217066,154827743.30408347,0.025000000000000005,5680222035.755633
AION,901012592.0,0.1033731,93140464.7740752,0.015039369364046446,0.025,1.662303743916665,154827743.30408347,0.025000000000000005,1497756604.9976585
MCO,22111377.4,4.11786492,91051665.3283408,0.014702091399329237,0.025,1.7004383472368152,154827743.30408347,0.025000000000000005,37599034.04118547
IOST,15075306861.80426,0.00576846,86961304.62004341,0.014041621799209852,0.025,1.7804211192617934,154827743.30408347,0.025000000000000005,26840394716.108536
AE,503616445.26,0.16591303,83556530.39091574,0.013491853689750189,0.025,1.8529699902536443,154827743.30408347,0.025000000000000005,933186159.6649972
STEEM,372867728.59668887,0.21133647,78800549.53854229,0.012723906558493382,0.025,1.9648053752259096,154827743.30408347,0.025000000000000005,732612517.3950499
