,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,73494494.98994254,-3819661.008776918,-4.940441966203679,-381.9661008776918,-190.9208829476496,-572.8869838253414
LINK,561776555.1444743,19040470.42783916,3.508237422204985,1904.0470427839161,-1459.3593158528329,444.68772693108326
TRX,104574932688.72554,9108788838.349472,9.541381343134226,910878.8838349472,-271660.3262034077,639218.5576315395
ICX,787117199.2941787,26865837.13323772,3.5338097990214923,2686.583713323772,-2044.7396868716569,641.844026452115
MAID,726380957.2448082,24619459.479238033,3.5082374222050072,2461.9459479238035,-1886.961652468198,574.9842954556054
MANA,1685556798.798734,57129109.58649206,3.5082374222050072,5712.910958649207,-4378.6679849845395,1334.2429736646673
BAT,2053254020.529599,76809977.72213459,3.8862713063724685,7680.997772213459,-5333.85623738169,2347.1415348317687
SC,67119534188.974014,2526344764.2967377,3.9111627507459223,252634.47642967378,-174360.28007468442,78274.19635498937
IOST,19283326323.89296,653575876.8466797,3.508237422204985,65357.587684667975,-50093.40751887756,15264.180165790414
OMG,225104504.86004493,7629538.165505648,3.508237422204985,762.9538165505649,-584.7669383843582,178.1868781662066
GNO,1772950.7572772426,60091.18065681937,3.508237422204985,6.009118065681937,-4.6056963048510875,1.4034217608308497
STEEM,549586884.5901295,27160477.24397576,5.198909714757116,2716.047724397576,-1427.693506523917,1288.354217873659
AE,450077621.4349964,21203923.982108414,4.944095221516287,2120.3923982108413,-1169.1925618525117,951.1998363583295
THETA,1397222864.091995,47356516.36085558,3.508237422204985,4735.6516360855585,-3629.646314647001,1106.0053214385575
REP,17655834.590254907,598414.7848749459,3.508237422204985,59.84147848749459,-45.86557849823188,13.975899989262707
GAS,16256810.503234876,550997.2190958094,3.508237422204985,55.09972190958094,-42.23125304303356,12.868468866547381
QASH,561776555.1444744,19040470.42783928,3.5082374222050072,1904.047042783928,-1459.3593158528329,444.6877269310951
GXC,104329931.66968809,,,,-271.0238729440975,
SNT,5570389791.735389,188798982.67345428,3.508237422204985,18879.89826734543,-14470.52241866865,4409.37584867678
MCO,25350297.214462038,859205.6397311985,3.508237422204985,85.92056397311985,-65.8539272612562,20.06663671186365
WAX,1513300300.6474905,51290765.623903036,3.5082374222050072,5129.0765623903035,-3931.1873576939365,1197.889204696367
STORJ,217949141.5565279,7387019.174398899,3.508237422204985,738.7019174398899,-566.1790389790269,172.522878460863
GNT,1548015424.597395,52467376.29751277,3.508237422204985,5246.737629751277,-4021.3688347836123,1225.368794967665
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XTZ,660373612.0,0.0,0.0,0.0,-213.79348215645365,-213.79348215645365
LINK,350000000.0,0.0,0.0,0.0,-113.31118838642932,-113.31118838642932
TRX,66682072191.0,,,,-21588.07098294823,
XMR,17175313.01,47532.47000000253,0.27751680895837794,4.753247000000253,-5.560443223062858,-0.8071962230626051
DASH,9000232.874,50979.87299999967,0.5696550650015508,5.097987299999968,-2.9137916648787088,2.184195635121259
ETC,112993627.0,653421.0,0.5816448298127552,65.3421,-36.58126330132264,28.76083669867736
ZEC,7275743.75,191050.0,2.6966585535189935,19.105,-2.355494773450387,16.749505226549612
