,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.29998814287858494,2.17899995,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-2.034671896960871,-2.034671896960871
TRX,0.21786795473117235,0.01519524,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-211.9011482052158,-211.9011482052158
BNB,0.2115449235603555,15.36581991,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.20346718969608707,-0.20346718969608707
VET,0.07051592251658625,0.00590663,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-176.43914414943654,-176.43914414943654
BAT,0.041253713657971924,0.19976754,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-3.0520078454413064,-3.0520078454413064
ZRX,0.03489089754204177,0.25343423,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-2.034671896960871,-2.034671896960871
REP,0.016118245579578565,10.64334682,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-0.022381390866569578,-0.022381390866569578
ZIL,0.014867024623410902,0.00514231,20999982720.4,20999982720.4,0.0,0.0,0.0,0.0,-42.728074677861784,-42.728074677861784
OMG,0.014494572306506396,0.75070605,140245398.25,140245398.25,0.0,0.0,0.0,0.0,-0.2853533704973603,-0.2853533704973603
MCO,0.012087604816658097,3.9707961,22111377.4,22111377.4,0.0,0.0,0.0,0.0,-0.044989398198875735,-0.044989398198875735
AE,0.011180488954956462,0.16125531,503616445.26,503616445.26,0.0,0.0,0.0,0.0,-1.0246942280178548,-1.0246942280178548
SNT,0.012735731144614963,0.01359431,6804870174.89,6804870174.89,0.0,0.0,0.0,0.0,-13.845678107315889,-13.845678107315889
IOST,0.008499481512631581,0.00513877,12013965608.0,12013965608.0,0.0,0.0,0.0,0.0,-24.44447819365202,-24.44447819365202
QASH,0.006985471189162832,0.05073981,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-2.034671896960871,-2.034671896960871
AION,0.005499450929174454,0.06230887,641095291.0,641095291.0,0.0,0.0,0.0,0.0,-1.3044185718716514,-1.3044185718716514
GNT,0.005366395632918709,0.03897946,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-2.034671896960871,-2.034671896960871
FUN,0.004394899360385906,0.00290208,11000000000.0,11000000000.0,0.0,0.0,0.0,0.0,-22.38139086656958,-22.38139086656958
KNC,0.004579198590311371,0.18663979,178212585.95999998,178212585.95999998,0.0,0.0,0.0,0.0,-0.3626041403375354,-0.3626041403375354
CVC,0.004124845319574044,0.02996131,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-2.034671896960871,-2.034671896960871
WTC,0.0030050351534027827,0.50721867,42742203.0,43033578.0,291375.0,0.6817032804790069,29.137500000000003,14.779083997125001,-0.08755921178227359,29.04994078821773
