,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,9346.76668984,196154382995.22168,0.8647162148502768,2.0,0.8647162148502768,0.8647162148502768,0.8647162148502768,0.8647162148502768,0.8647162148502768,0.8647162148502768,0.8647162148502768,1.0,196154382995.22168,0.8647162148502768,20986335.65
BCH,20982433.29,377.1486479,7913496344.975449,0.03488542290602482,2.0,0.03488542290602482,0.03488542290602482,0.03488542290602482,0.03488542290602482,0.03488542290602482,0.03488542290602482,0.03488542290602482,1.0,7913496344.975449,0.03488542290602482,20982433.29
LTC,83880542.21,70.80076282,5938806374.223208,0.026180308032026426,2.0,0.026180308032026426,0.026180308032026426,0.026180308032026426,0.026180308032026426,0.026180308032026426,0.026180308032026426,0.026180308032026426,1.0,5938806374.223208,0.026180308032026426,83880542.21
BSV,20982141.46,279.04670286,5854997393.355106,0.025810849121141472,2.0,0.025810849121141472,0.025810849121141472,0.025810849121141472,0.025810849121141472,0.025810849121141472,0.025810849121141472,0.025810849121141472,1.0,5854997393.355106,0.025810849121141472,20982141.46
XLM,50000000000.0,0.06122697,3061348500.0,0.01349548068636355,2.0,0.01349548068636355,0.01349548068636355,0.01349548068636355,0.01349548068636355,0.01349548068636355,0.01349548068636355,0.01349548068636355,1.0,3061348500.0,0.01349548068636355,50000000000.0
DASH,17600805.03,115.87120786,2039426538.1344635,0.008990496004179506,2.0,0.008990496004179506,0.008990496004179506,0.008990496004179506,0.008990496004179506,0.008990496004179506,0.008990496004179506,0.008990496004179506,1.0,2039426538.1344635,0.008990496004179506,17600805.03
XMR,22466083.47,73.21365962,1644824188.1670885,0.007250952664772582,2.0,0.007250952664772582,0.007250952664772582,0.007250952664772582,0.007250952664772582,0.007250952664772582,0.007250952664772582,0.007250952664772582,1.0,1644824188.1670885,0.007250952664772582,22466083.47
ZEC,20924230.74,66.58587938,1393258304.1729279,0.006141963430521347,2.0,0.006141963430521347,0.006141963430521347,0.006141963430521347,0.006141963430521347,0.006141963430521347,0.006141963430521347,0.006141963430521347,1.0,1393258304.1729279,0.006141963430521347,20924230.74
IOT,2779530283.28,0.29884848,830658400.2721976,0.0036618288959388598,2.0,0.0036618288959388598,0.0036618288959388598,0.0036618288959388598,0.0036618288959388598,0.0036618288959388598,0.0036618288959388598,0.0036618288959388598,1.0,830658400.2721976,0.0036618288959388598,2779530283.28
DOGE,280666706295.71,0.00238599,669667954.5545012,0.0029521274519927585,2.0,0.0029521274519927585,0.0029521274519927585,0.0029521274519927585,0.0029521274519927585,0.0029521274519927585,0.0029521274519927585,0.0029521274519927585,1.0,669667954.5545012,0.0029521274519927585,280666706295.71
BTG,20983114.73,13.23660269,277745152.8796966,0.0012243964861952297,2.0,0.0012243964861952297,0.0012243964861952297,0.0012243964861952297,0.0012243964861952297,0.0012243964861952297,0.0012243964861952297,0.0012243964861952297,1.0,277745152.8796966,0.0012243964861952297,20983114.73
ZEN,20865535.36,11.02304435,230001721.6597732,0.0010139269646986726,2.0,0.0010139269646986726,0.0010139269646986726,0.0010139269646986726,0.0010139269646986726,0.0010139269646986726,0.0010139269646986726,0.0010139269646986726,1.0,230001721.6597732,0.0010139269646986726,20865535.36
MONA,105082725.0,1.72556222,181326780.2346495,0.0007993510247452063,2.0,0.0007993510247452063,0.0007993510247452063,0.0007993510247452063,0.0007993510247452063,0.0007993510247452063,0.0007993510247452063,0.0007993510247452063,1.0,181326780.2346495,0.0007993510247452063,105082725.0
XZC,21347303.34,7.82018706,166939905.34536278,0.0007359287151958369,2.0,0.0007359287151958369,0.0007359287151958369,0.0007359287151958369,0.0007359287151958369,0.0007359287151958369,0.0007359287151958369,0.0007359287151958369,1.0,166939905.34536278,0.0007359287151958369,21347303.34
DGB,21000000000.0,0.00644626,135371460.0,0.0005967641135646058,2.0,0.0005967641135646058,0.0005967641135646058,0.0005967641135646058,0.0005967641135646058,0.0005967641135646058,0.0005967641135646058,0.0005967641135646058,1.0,135371460.0,0.0005967641135646058,21000000000.0
BCD,210000000.0,0.60404198,126848815.8,0.0005591933566913363,2.0,0.0005591933566913363,0.0005591933566913363,0.0005591933566913363,0.0005591933566913363,0.0005591933566913363,0.0005591933566913363,0.0005591933566913363,1.0,126848815.8,0.0005591933566913363,210000000.0
NANO,133248289.0,0.79632539,106108995.70475772,0.00046776507221670146,2.0,0.00046776507221670146,0.00046776507221670146,0.00046776507221670146,0.00046776507221670146,0.00046776507221670146,0.00046776507221670146,0.00046776507221670146,1.0,106108995.70475772,0.00046776507221670146,133248289.0
XVG,16500000000.0,0.00390607,64450155.0,0.00028411852555683783,2.0,0.00028411852555683783,0.00028411852555683783,0.00028411852555683783,0.00028411852555683783,0.00028411852555683783,0.00028411852555683783,0.00028411852555683783,1.0,64450155.0,0.00028411852555683783,16500000000.0
PIVX,175458680.4,0.30112087,52834270.491099946,0.00023291169789742885,2.0,0.00023291169789742885,0.00023291169789742885,0.00023291169789742885,0.00023291169789742885,0.00023291169789742885,0.00023291169789742885,0.00023291169789742885,1.0,52834270.491099946,0.00023291169789742885,175458680.4
