,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
ZEN,0.06426767292451123,7.63660576,20865535.36,20865535.36,0.0,0.0,0.0,0.0,-0.3025409749528092,-0.3025409749528092
SC,0.04748754775836582,0.00129379,91002491209.17,91002491209.17,0.0,0.0,0.0,0.0,-1319.4956150675418,-1319.4956150675418
DGB,0.04529368263365497,0.00534756,21000000000.0,21000000000.0,0.0,0.0,0.0,0.0,-304.4906523792636,-304.4906523792636
BTG,0.04292926826350358,5.07248602,20983114.73,20983114.73,0.0,0.0,0.0,0.0,-0.30424582348031604,-0.30424582348031604
KMD,0.03922774128486921,0.48629593,200000000.0,200000000.0,0.0,0.0,0.0,0.0,-2.8999109750406062,-2.8999109750406062
REP,0.03925856740052963,8.84869224,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-0.15949510362723335,-0.15949510362723335
WAVES,0.03703901754661044,0.92760182,99000000.0,99000000.0,0.0,0.0,0.0,0.0,-1.4354559326451002,-1.4354559326451002
ZIL,0.03705355533648023,0.0043747,20999982720.4,20999982720.4,0.0,0.0,0.0,0.0,-304.49040183275525,-304.49040183275525
MCO,0.034614654270826155,3.88133858,22111377.4,22111377.4,0.0,0.0,0.0,0.0,-0.32060512997762414,-0.32060512997762414
THETA,0.03397422269540824,0.08423389,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-14.49955487520303,-14.49955487520303
NANO,0.03365421975457303,0.6262031,133248289.0,133248289.0,0.0,0.0,0.0,0.0,-1.9320408783824123,-1.9320408783824123
OMG,0.03440193825708855,0.60817928,140245398.25,140245398.25,0.0,0.0,0.0,0.0,-2.033495847920578,-2.033495847920578
MONA,0.03152251246899619,0.74374974,105082725.0,105082725.0,0.0,0.0,0.0,0.0,-1.5236527375733695,-1.5236527375733695
AE,0.025656429584161092,0.12630881,503616445.26,503616445.26,0.0,0.0,0.0,0.0,-7.302214284102054,-7.302214284102054
BCD,0.026046903152260468,0.30752054,210000000.0,210000000.0,0.0,0.0,0.0,0.0,-3.0449065237926365,-3.0449065237926365
SNT,0.02499826279663212,0.00910809,6804870174.89,6804870174.89,0.0,0.0,0.0,0.0,-98.66758851945002,-98.66758851945002
XZC,0.02404678648138942,2.79287407,21347303.34,21347303.34,0.0,0.0,0.0,0.0,-0.3095263962159349,-0.3095263962159349
XVG,0.02217811307498514,0.00333256,16500000000.0,16500000000.0,0.0,0.0,0.0,0.0,-239.24265544085,-239.24265544085
IOST,0.022335434014660854,0.00460941,12013965608.0,12013965608.0,0.0,0.0,0.0,0.0,-174.19715360199797,-174.19715360199797
NULS,0.02210321010192063,0.218855,250401085.34,250401085.34,0.0,0.0,0.0,0.0,-3.630704277697728,-3.630704277697728
GAS,0.033809265386577816,1.38635586,60464204.03,60464204.03,0.0,0.0,0.0,0.0,-0.8767040443184573,-0.8767040443184573
ARK,0.021508164715743055,0.13962053,381936707.22,381936707.22,0.0,0.0,0.0,0.0,-5.5379122451907445,-5.5379122451907445
BTS,0.021235150387749684,0.0149242,3527780933.67,3527780933.67,0.0,0.0,0.0,0.0,-51.15125323544316,-51.15125323544316
QASH,0.018080998128046144,0.04482907,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-14.499554875203033,-14.499554875203033
RCN,0.018125082314833767,0.04493837,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-14.499554875203032,-14.499554875203032
STEEM,0.01715263056140565,0.11956323,352682261.0,355688990.503,3006729.503000021,0.8525321048114876,300.6729503000021,35.94942911149773,-5.157332036303819,295.5156182636983
STORJ,0.01602898208274038,0.0935092,425000000.0,425000000.0,0.0,0.0,0.0,0.0,-6.162310821961289,-6.162310821961289
PIVX,0.015854071814601158,0.22402851,175458680.4,175458680.4,0.0,0.0,0.0,0.0,-2.5440727647905104,-2.5440727647905104
GXC,0.014905210015077079,0.36955189,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-1.4499554875203031,-1.4499554875203031
ARDR,0.014921149912803638,0.03703176,998999495.0,998999495.0,0.0,0.0,0.0,0.0,-14.485047998052616,-14.485047998052616
WAN,0.014529742745395967,0.17181005,209675017.96,209675017.96,0.0,0.0,0.0,0.0,-3.0401944288702016,-3.0401944288702016
FUN,0.014439793532225702,0.00325466,11000000000.0,11000000000.0,0.0,0.0,0.0,0.0,-159.49510362723333,-159.49510362723333
MAID,0.013625179332392766,0.07464671,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-6.56180853169949,-6.56180853169949
AION,0.013248480478286218,0.05123666,641095291.0,641095291.0,0.0,0.0,0.0,0.0,-9.295596352088756,-9.295596352088756
KNC,0.013318209831833974,0.18528694,178212585.95999998,178212585.95999998,0.0,0.0,0.0,0.0,-2.5840031695788572,-2.5840031695788572
GNT,0.01143947137263518,0.02836242,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-14.499554875203033,-14.499554875203033
ELF,0.010807945206830899,0.0492151,544480199.0,544480199.0,0.0,0.0,0.0,0.0,-7.894720523861967,-7.894720523861967
CVC,0.0076629892265076115,0.01899921,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-14.499554875203033,-14.499554875203033
NAS,0.007230059011414375,0.34504201,51952589.0,51952589.0,0.0,0.0,0.0,0.0,-0.7532894151143694,-0.7532894151143694
DGD,0.013987684141471904,17.34016195,,2000000.0,,,,,-0.028999109750406062,
