,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH,0.25,318.51855197,73323086.52288172,77893265.24021576,4570178.717334047,6.2329328101973,457.0178717334047,145568.67072893525,236.75543879655348,693.7733105299582
XRP,0.25,0.24307186,94312925082.752,102070433214.80594,7757508132.05394,8.225286327666481,775750.813205394,188563.19306234768,310241.5867328294,1085992.3999382234
ATOM,0.12766531657997712,3.71464195,,3410755602.3780766,,,,,10366.941696159762,
ADA,0.09091875673428802,0.13802664,76620121502.69965,65371011648.01393,-11249109854.685715,-14.681665382492714,-1124910.9854685715,-155267.68362331577,198694.23241625138,-926216.7530523201
XTZ,0.08439023775229365,2.79792362,3508396102.318921,2993305126.2840405,-515090976.03488064,-14.681665382492714,-51509.097603488066,-144118.52082968465,9098.107088460627,-42410.99051502744
EOS,0.06463919725386516,3.01729699,2491897410.9048123,2126045371.3607674,-365852039.544045,-14.681665382492747,-36585.2039544045,-110388.42577016079,6462.08376610745,-30123.120188297045
VET,0.022660591469536764,0.01666765,158142694091.00626,134924712917.70557,-23217981173.30069,-14.68166538249276,-2321798.117330069,-38698.918390316525,410101.68867382186,-1911696.4286562474
ETC,0.021923010431316378,7.1866223,354835966.47104114,302740137.2170288,-52095829.254012346,-14.681665382492726,-5209.582925401235,-37439.30482538775,920.1742128424853,-4289.40871255875
NEO,0.018286004695276296,11.66332866,182367975.61437157,155593319.66984358,-26774655.944527984,-14.681665382492737,-2677.4655944527985,-31228.16120394526,472.92361616427974,-2204.5419782885187
ONT,0.010968527700489328,0.69960358,1823679756.143716,1555933196.698436,-267746559.44528008,-14.681665382492747,-26774.655944528007,-18731.645152060075,4729.236161642798,-22045.41978288521
XEM,0.007484295656563927,0.05304105,16413117803.469759,14003398768.729988,-2409719034.739771,-14.681665382492726,-240971.9034739771,-12781.402780758392,42563.12545005595,-198408.77802392113
RVN,0.006628797761676154,0.0203712,37850395404.95736,32293327005.65112,-5557068399.30624,-14.681665382492726,-555706.839930624,-11320.415177594727,98155.0944339683,-457551.7454966557
ZIL,0.006113463615248031,0.01856597,38302044056.0931,32678666113.122562,-5623377942.970539,-14.681665382492737,-562337.794297054,-10440.346618785275,99326.32700707366,-463011.46728998027
ZRX,0.006107873667561932,0.38957738,1823679756.143716,1555933196.698436,-267746559.44528008,-14.681665382492747,-26774.655944528007,-10430.800313270645,4729.236161642798,-22045.41978288521
DCR,0.004896656232357262,15.14676989,37603810.20205939,32082944.617125362,-5520865.584934026,-14.681665382492737,-552.0865584934027,-8362.328060861595,97.51564024551088,-454.57091824789177
WAVES,0.004654180737835782,1.52681471,354575866.57131535,302518224.3142409,-52057642.257074475,-14.681665382492747,-5205.764225707448,-7948.237396601891,919.4997118248151,-4286.264513882633
LSK,0.004585618636241953,1.26321826,422252085.19341004,360258446.97471535,-61993638.21869469,-14.681665382492747,-6199.363821869469,-7831.1495801689,1095.0002728814527,-5104.363548988016
QTUM,0.004068504802194271,2.40671958,196635354.62705317,167766009.83703128,-28869344.790021896,-14.681665382492737,-2886.9344790021896,-6948.041736791668,509.92232963429973,-2377.01214936789
ARK,0.002613420386903819,0.436437,696530241.0853032,594268001.8012892,-102262239.28401399,-14.681665382492714,-10226.2239284014,-4463.102492639722,1806.268887243602,-8419.955041157798
KMD,0.002060394586094714,0.65708884,364735951.2287432,311186639.3396872,-53549311.88905597,-14.681665382492737,-5354.931188905597,-3518.6655231977998,945.8472323285597,-4409.0839565770375
HOT,0.0019657047405288986,0.00075591,301377838539.6882,258073153062.7246,-43304685476.96356,-14.368901737033601,-4330468.547696357,-3273.444479889153,784409.5687418922,-3546058.978954464
NULS,0.0017307043785636425,0.44084952,456651390.25097287,389607361.16982406,-67044029.0811488,-14.681665382492714,-6704.402908114881,-2955.6328039290493,1184.2058677045322,-5520.197040410349
BTS,0.0015075835616858275,0.02725734,6433542672.843757,5488991465.376956,-944551207.4668007,-14.681665382492747,-94455.12074668007,-2574.595340933313,16683.709161866154,-77771.41158481392
AION,0.0014602752145878018,0.1033731,1643158424.0609775,1401915402.5361037,-241243021.52487373,-14.681665382492737,-24124.302152487373,-2493.8038988392923,4261.101332181908,-19863.200820305465
ELF,0.0008953130742961847,0.10488093,992957523.1988703,847174803.3203508,-145782719.87851954,-14.681667289137613,-14578.271987851955,-1528.9827238788616,2574.975406139977,-12003.296581711977
ARDR,0.0008899744989074301,0.05682193,1821855155.4292948,1554376477.7554731,-267478677.6738217,-14.681665382492714,-26747.86776738217,-1519.865469927446,4724.504537216894,-22023.363230165276
WAN,0.0008855958317096917,0.26939688,382380085.62272215,326240320.9623048,-56139764.66041738,-14.68166538249276,-5613.976466041738,-1512.3877443450701,991.6026771295351,-4622.373788912202
