,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH,0.24999999999999978,237.89477848,79782311.919351,75833415.79176755,-3948896.127583444,-4.94958848970839,-394.8896127583444,-93942.17695119933,124.76385194637635,-270.12576081196806
XRP,0.24999999999999978,0.20460119,77457910280.54866,88173356426.54022,10715446145.991562,13.833895217648863,1071544.6145991562,219239.30328507873,145065.9642844439,1216610.5788836002
XTZ,0.14324046209391206,2.91176311,3790098326.0603657,3549892433.5772753,-240205892.4830904,-6.337721922184891,-24020.589248309043,-69942.2656536889,5840.41018572287,-18180.179062586172
EOS,0.09489367215793724,2.71585163,2691981159.0093822,2521370878.9537573,-170610280.05562496,-6.337721922184903,-17061.028005562497,-46335.22071838256,4148.249683325509,-12912.778322236987
ADA,0.08466049427963881,0.07880194,82772237165.00584,77526362944.7164,-5245874220.289444,-6.337721922184891,-524587.4220289445,-41338.50655547956,127549.14924227475,-397038.2727866697
ETC,0.03500873412592801,7.03635463,383327071.21040297,359032867.384632,-24294203.825770974,-6.33772192218488,-2429.4203825770974,-17094.26335716273,590.6937336603801,-1838.7266489167173
NEO,0.0308806594597664,12.07638458,197010981.3558949,184524973.20139074,-12486008.15450415,-6.337721922184891,-1248.600815450415,-15078.583634280816,303.5870954319671,-945.0137200184479
ONT,0.014701072203177757,0.57490936,1970109813.5589488,1845249732.0139077,-124860081.54504108,-6.33772192218488,-12486.008154504108,-7178.322957060738,3035.8709543196715,-9450.137200184437
VET,0.014429491150181545,0.0065073,170840561519.50272,160013161800.09744,-10827399719.405273,-6.33772192218488,-1082739.9719405274,-7045.713819408594,263259.385323194,-819480.5866173335
RVN,0.010725585924258887,0.02020922,40889544989.01428,38298079332.36387,-2591465656.6504135,-6.337721922184891,-259146.56566504136,-5237.1499577692675,63009.37192087217,-196137.1937441692
XEM,0.010129527691092596,0.04401463,17730988320.060432,16607247586.279919,-1123740733.7805138,-6.337721922184903,-112374.07337805138,-4946.103261327782,27322.838585841175,-85051.2347922102
ZIL,0.009162608351581945,0.01706281,41372272042.0284,38750212487.11479,-2622059554.9136047,-6.337721922184891,-262205.9554913605,-4473.970399417542,63753.23758207736,-198452.71790928315
ZRX,0.00847721800681081,0.33151541,1970109813.5589488,1845249732.0139081,-124860081.54504061,-6.337721922184847,-12486.008154504061,-4139.304112603757,3035.8709543196724,-9450.137200184388
DCR,0.007918557544749348,15.01803704,40623160.53940291,38048577.58841281,-2574582.950990103,-6.337721922184903,-257.45829509901034,-3866.5182120521877,62.598882714792474,-194.85941238421788
LSK,0.007230670978890108,1.22125328,456156281.84321934,427246365.16941816,-28909916.673801184,-6.33772192218488,-2890.9916673801185,-3530.633056240639,702.9210235629592,-2188.070643817159
WAVES,0.005587315215504011,1.12381014,383046086.91849023,358769691.0957856,-24276395.822704613,-6.3377219221849135,-2427.6395822704612,-2728.2059788209085,590.2607466032284,-1837.3788356672328
QTUM,0.0050239021229153856,1.82212644,212423941.50526112,198961102.796513,-13462838.708748132,-6.33772192218488,-1346.2838708748134,-2453.0994368665433,327.337932931233,-1018.9459379435804
KMD,0.003225802040669859,0.6307512,394021962.7117899,369049946.4027815,-24972016.30900842,-6.337721922184924,-2497.2016309008422,-1575.1129253326633,607.1741908639342,-1890.027440036908
HOT,0.0026124608431276164,0.00061885,323252805384.933,304628066633.6456,-18624738751.287354,-5.761663453812504,-1862473.8751287356,-1152.591957623418,501185.0067331005,-1361288.868395635
AION,0.0023473397327365463,0.10188153,1775093749.6393855,1662593243.9291565,-112500505.71022892,-6.33772192218488,-11250.050571022892,-1146.1723647531858,2735.357957529081,-8514.692613493811
ARK,0.002212718878783032,0.22656103,752457255.0525131,704768606.6439793,-47688648.40853381,-6.337721922184891,-4768.864840853382,-1080.4389302745283,1159.5105558376945,-3609.3542850156873
BTS,0.0020470390149837855,0.02269211,6950115837.5094185,6509636822.458342,-440479015.0510769,-6.337721922184869,-44047.90150510769,-999.5398262230694,10709.887669731486,-33338.01383537621
NULS,0.0020199887117470614,0.31547366,493317635.554146,462052535.61962664,-31265099.93451935,-6.337721922184903,-3126.5099934519353,-986.331550660858,760.1853819138272,-2366.324611538108
ARDR,0.0012128848551102695,0.04747934,1968138708.8399343,1843403550.4307787,-124735158.4091556,-6.3377219221849135,-12473.515840915561,-592.2342996062158,3032.8335502505197,-9440.682290665041
ELF,0.001241894480481798,0.08919756,1072685785.281876,1004701943.1119055,-67983842.16997051,-6.33772192218488,-6798.384216997051,-606.3992840986475,1652.9716243410785,-5145.412592655973
WAN,0.0010099001360149812,0.18835715,413082810.54114497,386902770.70070136,-26180039.84044361,-6.337721922184891,-2618.0039840443615,-493.1197691232414,636.5462968712195,-1981.457687173142
