,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8954116113721843,7421.73984875,20986335.649999995,20986335.649999995,0.0,0.0,0.0,0.0,62.58553439971778,62.58553439971778
BCH,0.025889473938922457,214.62830446,20982433.289999995,20982433.289999995,0.0,0.0,0.0,0.0,62.57389676606448,62.57389676606448
LTC,0.022306163872242924,46.25761947,83880542.20999998,83880542.20999998,0.0,0.0,0.0,0.0,250.1488896157503,250.1488896157503
XLM,0.016157865191433866,0.05621259,142283354823.15994,49999999999.99999,-92283354823.15994,-64.85885502057242,-9228335.482315995,-518748.63884988124,149110.20066458764,-9079225.281651407
BSV,0.012606653189461926,104.51283167,20982141.459999993,20982141.459999997,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,3.8934063788503406e-11,62.57302646946727,62.57302646946764
XMR,0.00690680660876159,53.47730929,22466083.46999999,22466083.469999995,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,1.992185014858842e-11,66.9984442871815,66.99844428718187
DASH,0.005439692210537636,53.76026673,17600805.029999994,17600805.029999997,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,2.0027260009199382e-11,52.48919139763167,52.48919139763204
DOGE,0.003643189420486858,0.00225793,280666706295.71,280666706295.70996,-6.103515625e-05,-2.220446049250313e-14,-6.103515625e-09,-1.3781311035156251e-11,837005.3779124442,837005.3779124381
ZEC,0.0033858810818847788,28.14762913,20924230.739999995,20924230.739999995,0.0,0.0,0.0,0.0,62.40032488787067,62.40032488787067
IOT,0.0033011726117491923,0.2065934,,2779530283.2799997,,,,,8289.12636586358,
DGB,0.0008216179589637872,0.00680566,21000000000.0,20999999999.999996,-3.814697265625e-06,-2.220446049250313e-14,-3.814697265625e-10,-2.5961532592773438e-12,62626.28427912681,62626.284279126434
BTG,0.0007690017161592713,6.3749528,20983114.729999997,20983114.729999993,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-2.3748549818992616e-12,62.5759289591673,62.57592895916693
NANO,0.0006628002759527911,0.86524811,133248288.99999996,133248288.99999999,2.9802322387695312e-08,2.220446049250313e-14,2.9802322387695314e-12,2.578640311956406e-12,397.3735822200594,397.37358222006236
ZEN,0.0006571950752790784,5.47878664,20865535.36,20865535.359999996,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-2.041007071733475e-12,62.22528329007298,62.22528329007261
MONA,0.0005508538875317292,0.91185275,105082724.99999996,105082724.99999997,1.4901161193847656e-08,2.220446049250313e-14,1.4901161193847657e-12,1.3587664812803269e-12,313.37812422263363,313.3781242226351
BCD,0.0004553638555693891,0.37718888,209999999.99999997,209999999.99999994,-2.9802322387695312e-08,-1.1102230246251565e-14,-2.9802322387695314e-12,-1.1241104602813722e-12,626.2628427912681,626.2628427912651
XZC,0.00044766362875609987,3.64777808,21347303.34,21347303.339999996,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-1.3589032292366029e-12,63.662013693504434,63.662013693504065
XVG,0.00036110026530378767,0.00380683,16499999999.999996,16499999999.999998,1.9073486328125e-06,2.220446049250313e-14,1.9073486328125e-10,7.26095199584961e-13,49206.366219313924,49206.36621931411
PIVX,0.00022589383881836501,0.22394901,175458680.39999995,175458680.39999998,2.9802322387695312e-08,2.220446049250313e-14,2.9802322387695314e-12,6.674200594425202e-13,523.2535808557551,523.2535808557581
