,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,0.17443126287626726,0.02239171,66682072191.4,66682072191.4,0.0,0.0,0.0,0.0,-312204.7097949204,-312204.7097949204
BNB,0.5024247737228682,27.65095606,141175490.242,155536713.0,14361222.757999986,10.172603426687088,1436.1222757999988,39710.153944932965,-728.221135738543,707.9011400614557
LINK,0.09010309256667173,2.20365537,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-1638.6960518349777,-1638.6960518349777
VET,0.03626391409896511,0.00559768,55454734800.0,55454734800.0,0.0,0.0,0.0,0.0,-259638.44277804496,-259638.44277804496
BAT,0.036568313461996384,0.24559136,1271156300.3263,1274570522.3263,3414222.0,0.2685918324224712,341.42220000000003,83.85034243219201,-5967.524807775294,-5626.102607775294
MANA,0.004971521109291467,0.04052411,1050141509.426,1050141509.4260001,1.1920928955078125e-07,2.220446049250313e-14,1.1920928955078126e-11,4.830850362777711e-13,-4916.750701041173,-4916.750701041161
ZIL,0.011027967847690763,0.01086625,8687360058.0875,8687360058.0875,0.0,0.0,0.0,0.0,-40674.12179444819,-40674.12179444819
ZRX,0.015703879681467976,0.22407107,597769457.278041,599919797.87214,2150340.594099045,0.35972741128171837,215.0340594099045,48.18291177842087,-2808.817726259182,-2593.783666849278
OMG,0.0259661921098872,1.58486279,140245398.245133,140245398.245133,0.0,0.0,0.0,0.0,-656.6273725494958,-656.6273725494958
IOST,0.013881084159156978,0.00989029,12013965608.8475,12013965608.8475,0.0,0.0,0.0,0.0,-56249.25145742743,-56249.25145742743
WTC,0.008915029136663644,1.81062499,41682339.4106683,42146962.4106683,464623.0,1.1146759192721456,46.4623,84.125801472877,-197.33160256914104,-150.86930256914104
GNO,0.0022772703481870596,17.64759414,1104590.0,1104590.0,0.0,0.0,0.0,0.0,-5.171677919703994,-5.171677919703994
AE,0.010165913040492974,0.3146369,271962184.5,276572349.5,4610165.0,1.6951492754317066,461.0165,145.05280240885,-1294.9086204924959,-833.8921204924959
REP,0.014791598799661175,11.51050709,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-51.50187591481358,-51.50187591481358
QASH,0.004965062667090862,0.12143076,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-1638.6960518349777,-1638.6960518349777
WAX,0.006624347731780065,0.06014307,942821661.7021481,942821661.7021481,0.0,0.0,0.0,0.0,-4414.28038461658,-4414.28038461658
SNT,0.00881411951374586,0.02174007,3470483788.0,3470483788.0,0.0,0.0,0.0,0.0,-16248.765946722564,-16248.765946722564
MCO,0.008059194220284439,4.36793489,15793831.0949625,15793831.0949625,0.0,0.0,0.0,0.0,-73.946539024753,-73.946539024753
POWR,0.003638500203762572,0.07604979,408712076.95977205,409540076.95977205,828000.0,0.2025876030283147,82.8,6.296922612,-1917.4620205204897,-1834.6620205204897
GNT,0.0075484604385255855,0.06699628,964450000.0,964450000.0,0.0,0.0,0.0,0.0,-4515.54402054927,-4515.54402054927
AION,0.004186870930694363,0.10949889,,327304427.0,,,,,-1532.4356350657417,
ENG,0.004246723461426512,0.48575183,,74836171.09,,,,,-350.38210885608544,
LRC,0.004424907873421524,0.0424345,,892600584.6067631,,,,,-4179.145868173416,
